Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
12000000.0,Secondary,Улица Скобелевская,16.0,Moscow,1.0,47.3,17.4,13.5,7.0,34,Cosmetic
26500000.0,Secondary,Профсоюзная,13.0,Moscow,1.0,61.6,18.0,20.1,5.0,22,Without renovation
11200000.0,Secondary,Спартак,7.0,Moscow,1.0,40.0,20.0,13.0,13.0,22,Without renovation
11300000.0,Secondary,Молодежная,21.0,Moscow,1.0,36.5,17.9,9.0,8.0,9,Cosmetic
10300000.0,Secondary,Новодачная,20.0,Moscow,1.0,40.0,17.0,10.0,12.0,19,Cosmetic
28000000.0,Secondary,Серпуховская,5.0,Moscow,1.0,40.0,18.2,8.0,6.0,8,European-style renovation
7505000.0,Secondary,Коммунарка,54.0,Moscow,1.0,31.3,10.5,9.8,2.0,16,Without renovation
14100000.0,Secondary,Тропарево,25.0,Moscow,1.0,39.4,15.2,12.4,6.0,7,European-style renovation
22999999.0,Secondary,Маяковская,2.0,Moscow,1.0,35.0,20.0,10.0,2.0,8,Designer
11580000.0,Secondary,Дегунино,11.0,Moscow,1.0,38.8,20.0,8.5,5.0,14,European-style renovation
10900000.0,Secondary,Рязанский проспект,8.0,Moscow,1.0,35.0,20.0,10.0,12.0,12,European-style renovation
15800000.0,Secondary,Нижегородская,7.0,Moscow,1.0,42.1,11.0,17.0,7.0,25,Designer
10500000.0,Secondary,Пражская,19.0,Moscow,1.0,39.0,19.0,8.2,9.0,16,Cosmetic
15000000.0,Secondary,Отрадное,19.0,Moscow,1.0,44.3,14.7,21.0,9.0,23,European-style renovation
13500000.0,Secondary,Нижегородская,10.0,Moscow,1.0,43.5,16.0,17.0,21.0,28,Without renovation
13550000.0,Secondary,Кантемировская,8.0,Moscow,1.0,51.2,22.0,11.0,1.0,14,European-style renovation
12450000.0,Secondary,Рассказовка,26.0,Moscow,1.0,40.0,22.4,10.1,17.0,17,European-style renovation
24200000.0,Secondary,Народное Ополчение,12.0,Moscow,1.0,43.2,20.0,10.0,36.0,5,Designer
9250000.0,Secondary,Саларьево,26.0,Moscow,1.0,35.0,14.8,9.8,2.0,22,Without renovation
15950000.0,Secondary,Говорово,6.0,Moscow,1.0,46.3,10.0,25.0,5.0,25,European-style renovation
12300000.0,Secondary,Улица Дмитриевского,5.0,Moscow,1.0,50.0,22.9,11.1,9.0,17,Cosmetic
12500000.0,Secondary,Тропарево,7.0,Moscow,1.0,34.2,18.9,9.2,13.0,22,Cosmetic
26500000.0,Secondary,ЦСКА,14.0,Moscow,1.0,53.4,30.0,11.0,3.0,26,Designer
13500000.0,Secondary,Рассказовка,10.0,Moscow,1.0,40.3,17.2,10.6,8.0,20,Designer
16000000.0,Secondary,Селигерская,13.0,Moscow,1.0,37.1,18.0,8.0,34.0,45,Designer
8990000.0,Secondary,Бутово,9.0,Moscow,1.0,38.0,21.3,8.0,15.0,16,European-style renovation
15000000.0,Secondary,Нахимовский проспект,2.0,Moscow,2.0,44.3,27.5,6.2,12.0,12,Designer
15800000.0,Secondary,Лухмановская,26.0,Moscow,2.0,61.2,33.1,10.0,19.0,24,Cosmetic
13500000.0,Secondary,Бульвар Дмитрия Донского,7.0,Moscow,2.0,51.0,28.0,9.0,7.0,17,European-style renovation
55000000.0,Secondary,Пролетарская,12.0,Moscow,2.0,102.1,50.5,15.5,2.0,18,Designer
14800000.0,Secondary,Медведково,7.0,Moscow,2.0,47.0,31.0,9.0,10.0,12,European-style renovation
19100000.0,Secondary,Давыдково,16.0,Moscow,2.0,60.9,38.0,10.0,9.0,17,European-style renovation
14500000.0,Secondary,Первомайская,14.0,Moscow,2.0,51.0,30.0,8.0,4.0,5,European-style renovation
17500000.0,Secondary,Варшавская,3.0,Moscow,2.0,58.5,36.5,9.7,3.0,8,Cosmetic
10200000.0,Secondary,Остафьево,16.0,Moscow,2.0,68.2,32.0,14.0,2.0,21,Without renovation
23500000.0,Secondary,Минская,60.0,Moscow,2.0,44.9,36.0,6.0,5.0,14,Without renovation
29000000.0,Secondary,Авиамоторная,17.0,Moscow,2.0,82.0,43.2,17.9,19.0,24,Without renovation
15490000.0,Secondary,Щербинка,11.0,Moscow,2.0,63.0,34.0,20.0,14.0,15,Cosmetic
11900000.0,Secondary,Остафьево,14.0,Moscow,2.0,63.3,36.0,10.0,3.0,18,Cosmetic
12100000.0,Secondary,Сходненская,13.0,Moscow,2.0,45.0,30.0,6.0,1.0,9,Cosmetic
14000000.0,Secondary,Новаторская,15.0,Moscow,2.0,40.2,25.8,11.0,9.0,9,European-style renovation
16700000.0,Secondary,Коммунарка,23.0,Moscow,2.0,79.8,41.0,21.0,3.0,12,European-style renovation
32900000.0,Secondary,Беговая,4.0,Moscow,2.0,92.0,48.6,12.0,23.0,32,Designer
20500000.0,Secondary,Сухаревская,11.0,Moscow,2.0,52.0,33.5,9.2,12.0,12,European-style renovation
16000000.0,Secondary,Покровское,27.0,Moscow,2.0,55.0,35.0,16.0,9.0,15,European-style renovation
13900000.0,Secondary,Некрасовка,12.0,Moscow,2.0,58.3,33.0,15.3,7.0,25,Cosmetic
16500000.0,Secondary,Молодежная,14.0,Moscow,2.0,55.0,30.0,8.5,7.0,22,Cosmetic
12290000.0,Secondary,Селигерская,18.0,Moscow,2.0,55.9,21.6,15.5,17.0,17,European-style renovation
18800000.0,Secondary,Аминьевская,6.0,Moscow,2.0,56.0,32.0,12.2,24.0,29,Without renovation
14800000.0,Secondary,Сетунь,27.0,Moscow,2.0,53.0,30.1,8.3,12.0,12,Cosmetic
26800000.0,Secondary,Аминьевская,11.0,Moscow,2.0,56.4,26.6,11.7,8.0,37,European-style renovation
47300000.0,Secondary,Павелецкая,13.0,Moscow,2.0,71.5,30.0,28.0,2.0,10,Designer
11300000.0,Secondary,Измайловская,6.0,Moscow,2.0,44.2,30.0,8.0,4.0,5,Cosmetic
13700000.0,Secondary,Бунинская Аллея,22.0,Moscow,2.0,56.7,29.0,8.0,12.0,16,Cosmetic
13900000.0,Secondary,Дегунино,5.0,Moscow,2.0,44.3,28.0,6.0,8.0,9,European-style renovation
12000000.0,Secondary,Пыхтино,18.0,Moscow,2.0,51.4,28.6,9.7,10.0,15,Designer
11500000.0,Secondary,Силикатная,27.0,Moscow,2.0,51.2,25.1,14.5,6.0,15,European-style renovation
21000000.0,Secondary,Достоевская,6.0,Moscow,2.0,57.5,37.7,9.0,1.0,5,Cosmetic
12700000.0,Secondary,Прокшино,24.0,Moscow,2.0,48.9,26.9,10.0,7.0,9,Cosmetic
27000000.0,Secondary,Технопарк,15.0,Moscow,2.0,67.0,36.0,10.0,6.0,14,European-style renovation
16800000.0,Secondary,Савеловская,6.0,Moscow,2.0,47.0,25.9,6.0,4.0,9,Cosmetic
13740000.0,Secondary,Бауманская,14.0,Moscow,2.0,31.0,25.0,4.0,1.0,3,Designer
21900000.0,Secondary,Ботанический сад,10.0,Moscow,2.0,54.6,41.5,7.0,3.0,20,European-style renovation
28500000.0,Secondary,Фили,17.0,Moscow,2.0,48.0,25.0,7.0,12.0,21,Designer
17000000.0,Secondary,Шаболовская,6.0,Moscow,2.0,41.0,26.5,5.4,2.0,5,Designer
16000000.0,Secondary,Коммунарка,23.0,Moscow,2.0,79.0,39.0,21.0,2.0,12,Designer
43760000.0,Secondary,Чеховская,3.0,Moscow,2.0,54.7,29.8,9.2,5.0,6,Designer
15300000.0,Secondary,Лесопарковая,9.0,Moscow,2.0,50.4,24.8,10.6,7.0,23,European-style renovation
16500000.0,Secondary,Багратионовская,9.0,Moscow,2.0,50.3,30.6,8.3,14.0,17,Cosmetic
31000000.0,Secondary,Университет,15.0,Moscow,2.0,56.0,35.0,10.0,7.0,9,Designer
14890000.0,Secondary,Румянцево,19.0,Moscow,2.0,40.0,28.0,9.0,3.0,9,Designer
11800000.0,Secondary,Народное Ополчение,9.0,Moscow,2.0,36.6,22.6,7.5,9.0,9,Cosmetic
23000000.0,Secondary,Хорошево,12.0,Moscow,2.0,54.2,43.5,10.7,20.0,21,Designer
243268750.0,Secondary,Воробьевы горы,15.0,Moscow,2.0,123.0,64.3,32.0,2.0,6,Designer
144159750.0,Secondary,Охотный ряд,7.0,Moscow,2.0,90.0,47.6,15.0,2.0,5,Without renovation
26000000.0,Secondary,Речной вокзал,22.0,Moscow,2.0,80.0,55.0,15.0,16.0,28,Designer
10300000.0,Secondary,Кузьминки,19.0,Moscow,2.0,44.9,27.5,5.4,1.0,5,Cosmetic
28279000.0,Secondary,Тушинская,12.0,Moscow,2.0,61.7,33.3,12.5,5.0,21,European-style renovation
28499000.0,Secondary,Беломорская,4.0,Moscow,2.0,72.1,38.6,12.5,5.0,35,European-style renovation
15500000.0,Secondary,Первомайская,14.0,Moscow,2.0,56.0,34.0,8.0,5.0,5,European-style renovation
20500000.0,Secondary,Нахимовский проспект,10.0,Moscow,2.0,49.3,19.0,16.0,9.0,14,European-style renovation
12000000.0,Secondary,Варшавская,6.0,Moscow,2.0,43.4,25.9,8.2,1.0,8,Cosmetic
19500000.0,Secondary,Давыдково,16.0,Moscow,2.0,63.0,38.0,12.0,2.0,17,European-style renovation
19900000.0,Secondary,Давыдково,16.0,Moscow,2.0,60.9,38.0,10.0,9.0,17,European-style renovation
23500000.0,Secondary,Университет,15.0,Moscow,2.0,54.2,28.0,10.0,8.0,9,European-style renovation
11000000.0,Secondary,Новодачная,31.0,Moscow,2.0,38.0,22.0,7.0,1.0,2,Cosmetic
13800000.0,Secondary,Дмитровская,9.0,Moscow,2.0,44.0,30.0,6.0,3.0,8,Cosmetic
29999000.0,Secondary,Бауманская,8.0,Moscow,2.0,75.2,33.0,15.6,4.0,5,Designer
36000000.0,Secondary,Нагатинский Затон,20.0,Moscow,2.0,65.0,29.0,22.0,15.0,16,Designer
16150000.0,Secondary,Строгино,20.0,Moscow,2.0,54.0,29.4,9.5,7.0,16,Cosmetic
14700000.0,Secondary,Депо,18.0,Moscow,2.0,56.2,32.1,10.1,3.0,17,European-style renovation
14200000.0,Secondary,Щукинская,5.0,Moscow,2.0,46.6,31.3,10.5,2.0,5,Cosmetic
14700000.0,Secondary,Верхние Лихоборы,4.0,Moscow,2.0,53.9,30.2,8.8,8.0,12,Cosmetic
12800000.0,Secondary,Новогиреево,6.0,Moscow,2.0,50.0,31.5,9.1,7.0,12,Cosmetic
35500000.0,Secondary,Измайловская,10.0,Moscow,2.0,76.3,45.0,18.0,9.0,28,European-style renovation
10900000.0,Secondary,Новогиреево,21.0,Moscow,2.0,38.3,23.1,6.5,2.0,14,Cosmetic
17750000.0,Secondary,Аннино,6.0,Moscow,2.0,55.0,23.0,19.0,4.0,25,European-style renovation
13940000.0,Secondary,Саларьево,10.0,Moscow,2.0,43.1,25.0,10.0,5.0,25,Cosmetic
28000000.0,Secondary,ЦСКА,12.0,Moscow,2.0,73.5,37.0,16.0,8.0,22,European-style renovation
17800000.0,Secondary,Селигерская,9.0,Moscow,2.0,62.0,33.0,13.0,10.0,17,Cosmetic
11999900.0,Secondary,Сетунь,18.0,Moscow,2.0,41.0,28.0,7.0,5.0,16,Cosmetic
13550000.0,Secondary,Перово,16.0,Moscow,2.0,51.0,31.0,9.0,1.0,17,Cosmetic
35500000.0,Secondary,Динамо,9.0,Moscow,2.0,66.1,24.8,19.6,11.0,19,Without renovation
16300000.0,Secondary,Фонвизинская,14.0,Moscow,2.0,56.0,36.0,8.0,5.0,5,European-style renovation
18200000.0,Secondary,Бабушкинская,23.0,Moscow,2.0,64.0,39.6,10.2,8.0,19,European-style renovation
32500000.0,Secondary,Автозаводская,21.0,Moscow,2.0,68.7,33.9,14.5,4.0,32,Without renovation
15500000.0,Secondary,Пыхтино,21.0,Moscow,2.0,57.8,31.4,10.0,4.0,25,Cosmetic
15450000.0,Secondary,Коптево,15.0,Moscow,2.0,66.2,35.6,10.0,2.0,5,Cosmetic
52000000.0,Secondary,Улица 1905 года,12.0,Moscow,2.0,69.3,32.3,15.1,42.0,44,Designer
35000000.0,Secondary,Улица 1905 года,12.0,Moscow,2.0,50.0,30.0,15.0,2.0,44,Designer
37200000.0,Secondary,Тропарево,13.0,Moscow,2.0,53.5,35.0,15.0,21.0,33,Designer
13200000.0,Secondary,Царицыно,18.0,Moscow,2.0,44.0,29.0,6.0,3.0,5,Cosmetic
19800000.0,Secondary,Новоясеневская,12.0,Moscow,2.0,58.0,34.0,10.0,12.0,22,European-style renovation
14500000.0,Secondary,Силикатная,13.0,Moscow,2.0,85.0,42.6,15.3,2.0,10,European-style renovation
10580000.0,Secondary,Кузьминки,26.0,Moscow,2.0,45.6,33.9,5.5,5.0,5,Cosmetic
11950000.0,Secondary,Крымская,15.0,Moscow,2.0,41.5,27.0,5.7,4.0,5,Without renovation
14500000.0,Secondary,Алтуфьево,9.0,Moscow,2.0,53.6,33.0,10.0,5.0,16,Designer
18500000.0,Secondary,Динамо,14.0,Moscow,2.0,54.2,32.0,10.0,3.0,8,Cosmetic
65000000.0,Secondary,Университет,5.0,Moscow,2.0,93.2,66.0,6.0,2.0,19,Designer
10800000.0,Secondary,Остафьево,16.0,Moscow,2.0,70.4,40.0,10.0,3.0,21,Cosmetic
8383500.0,Secondary,Братиславская,16.0,Moscow,2.0,47.9,26.4,10.6,9.0,9,Cosmetic
18900000.0,Secondary,Беговая,4.0,Moscow,2.0,40.0,22.4,9.9,14.0,32,European-style renovation
30999000.0,Secondary,Университет,15.0,Moscow,2.0,56.0,35.0,10.0,7.0,9,Designer
24500000.0,Secondary,Алексеевская,11.0,Moscow,2.0,45.4,30.5,8.2,9.0,21,Designer
14500000.0,Secondary,Некрасовка,17.0,Moscow,2.0,62.0,32.7,14.0,14.0,23,European-style renovation
13500000.0,Secondary,Зябликово,8.0,Moscow,2.0,45.0,29.0,5.8,9.0,9,Designer
16750000.0,Secondary,Сетунь,22.0,Moscow,2.0,58.8,34.0,10.2,19.0,22,European-style renovation
26000000.0,Secondary,Аминьевская,31.0,Moscow,2.0,40.0,30.0,5.0,18.0,27,Designer
24400000.0,Secondary,Нагорная,4.0,Moscow,2.0,48.8,27.4,7.0,18.0,27,European-style renovation
15950000.0,Secondary,Октябрьское поле,19.0,Moscow,2.0,48.0,18.0,12.0,3.0,24,European-style renovation
13500000.0,Secondary,Шоссе энтузиастов,19.0,Moscow,2.0,46.0,36.0,7.0,9.0,12,Cosmetic
13750000.0,Secondary,Коньково,5.0,Moscow,2.0,44.0,27.9,6.0,3.0,9,Cosmetic
13500000.0,Secondary,Профсоюзная,11.0,Moscow,2.0,37.6,22.0,7.5,2.0,9,Cosmetic
10300000.0,Secondary,Прокшино,22.0,Moscow,2.0,39.7,20.0,15.0,7.0,15,Without renovation
13300000.0,Secondary,Зябликово,15.0,Moscow,2.0,51.0,37.0,9.0,15.0,17,Cosmetic
24700000.0,Secondary,Беляево,4.0,Moscow,2.0,66.0,25.0,13.5,22.0,23,European-style renovation
14700000.0,Secondary,Прокшино,23.0,Moscow,2.0,46.7,27.1,8.2,7.0,12,European-style renovation
13990000.0,Secondary,Народное Ополчение,12.0,Moscow,2.0,45.0,27.5,6.2,3.0,12,Without renovation
14800000.0,Secondary,Отрадное,12.0,Moscow,2.0,55.0,32.0,9.0,11.0,12,Cosmetic
12500000.0,Secondary,Говорово,10.0,Moscow,2.0,52.4,32.3,7.8,1.0,5,Without renovation
16400000.0,Secondary,Отрадное,11.0,Moscow,2.0,54.0,31.0,9.0,8.0,12,Cosmetic
38700000.0,Secondary,Павелецкая,2.0,Moscow,2.0,66.0,32.0,8.0,6.0,15,Cosmetic
17800000.0,Secondary,Академическая,12.0,Moscow,2.0,44.6,33.6,6.0,3.0,8,European-style renovation
13850000.0,Secondary,Бульвар Рокоссовского,2.0,Moscow,2.0,44.9,29.5,5.2,3.0,5,Without renovation
22500000.0,Secondary,Авиамоторная,14.0,Moscow,2.0,57.0,25.6,13.0,18.0,27,Without renovation
22000000.0,Secondary,Юго-Западная,13.0,Moscow,2.0,55.0,33.0,9.0,4.0,17,Designer
40650000.0,Secondary,Зорге,12.0,Moscow,2.0,70.4,26.2,22.3,16.0,22,Designer
13157000.0,Secondary,Профсоюзная,22.0,Moscow,2.0,42.2,20.0,5.4,4.0,5,Cosmetic
15060000.0,Secondary,Улица Академика Янгеля,10.0,Moscow,2.0,57.6,32.0,11.2,8.0,24,Cosmetic
25800000.0,Secondary,Автозаводская,4.0,Moscow,2.0,52.4,28.6,20.0,7.0,16,Designer
19650000.0,Secondary,Бауманская,14.0,Moscow,2.0,45.0,35.0,4.0,1.0,3,Designer
11158100.0,Secondary,Некрасовка,19.0,Moscow,2.0,63.8,34.4,11.9,9.0,25,Cosmetic
12135840.0,Secondary,Некрасовка,19.0,Moscow,2.0,66.8,35.9,12.2,23.0,25,Cosmetic
10941180.0,Secondary,Некрасовка,19.0,Moscow,2.0,63.8,34.4,11.9,4.0,25,Cosmetic
13224680.0,Secondary,Некрасовка,19.0,Moscow,2.0,66.8,35.9,12.2,24.0,25,Cosmetic
22850000.0,Secondary,Белорусская,3.0,Moscow,2.0,46.0,25.4,10.0,4.0,11,European-style renovation
11800000.0,Secondary,Бульвар Рокоссовского,32.0,Moscow,2.0,44.6,32.2,7.5,4.0,9,Without renovation
11499000.0,Secondary,Солнцево,21.0,Moscow,2.0,53.0,28.9,8.0,2.0,14,Cosmetic
16900000.0,Secondary,Павшино,17.0,Moscow,2.0,50.0,28.3,10.4,18.0,25,Cosmetic
11700000.0,Secondary,Коммунарка,39.0,Moscow,2.0,54.5,31.5,10.6,9.0,17,Cosmetic
29900000.0,Secondary,Китай-город,11.0,Moscow,2.0,59.5,29.3,7.7,1.0,4,Cosmetic
19700000.0,Secondary,Давыдково,16.0,Moscow,2.0,60.5,38.0,10.0,9.0,17,European-style renovation
20450000.0,Secondary,Маяковская,6.0,Moscow,2.0,53.5,35.0,10.0,10.0,12,Without renovation
28490000.0,Secondary,Раменки,13.0,Moscow,2.0,59.6,28.4,11.3,25.0,28,Without renovation
12500000.0,Secondary,Сетунь,23.0,Moscow,2.0,52.1,30.4,9.0,6.0,12,Cosmetic
15500000.0,Secondary,Говорово,6.0,Moscow,2.0,46.1,26.8,10.0,24.0,26,Designer
15000000.0,Secondary,Кузьминки,17.0,Moscow,2.0,52.4,31.3,10.1,2.0,12,Designer
10500000.0,Secondary,Щелковская,21.0,Moscow,2.0,39.0,23.0,7.0,7.0,12,Cosmetic
18500000.0,Secondary,Прокшино,29.0,Moscow,2.0,69.8,31.5,16.9,2.0,15,Designer
28200000.0,Secondary,Нагатинский Затон,20.0,Moscow,2.0,54.0,33.0,11.0,3.0,18,Designer
29300000.0,Secondary,Дмитровская,11.0,Moscow,2.0,68.0,68.0,12.3,10.0,20,European-style renovation
12400000.0,Secondary,Хорошёвская,11.0,Moscow,2.0,46.1,38.1,8.0,8.0,23,Without renovation
24000000.0,Secondary,Спартак,12.0,Moscow,2.0,71.0,31.0,17.0,8.0,26,Without renovation
12990000.0,Secondary,Отрадное,18.0,Moscow,2.0,45.8,25.3,6.7,11.0,12,Cosmetic
12600000.0,Secondary,Бибирево,18.0,Moscow,2.0,51.0,30.8,9.3,2.0,12,Cosmetic
25500000.0,Secondary,Ленинский проспект,19.0,Moscow,2.0,60.0,32.5,9.2,6.0,8,Designer
15900000.0,Secondary,Ольховая,20.0,Moscow,2.0,65.7,37.6,14.0,5.0,17,European-style renovation
10990000.0,Secondary,Люблино,3.0,Moscow,2.0,41.2,24.1,6.2,13.0,14,European-style renovation
57000000.0,Secondary,Китай-город,5.0,Moscow,2.0,50.4,27.6,10.8,3.0,3,European-style renovation
42000000.0,Secondary,Ростокино,14.0,Moscow,2.0,128.5,67.1,17.3,18.0,58,European-style renovation
18600000.0,Secondary,Измайлово,12.0,Moscow,2.0,64.9,37.7,10.2,12.0,24,Cosmetic
19800000.0,Secondary,Давыдково,19.0,Moscow,2.0,62.8,37.4,9.4,15.0,16,Designer
13900000.0,Secondary,Аминьевская,19.0,Moscow,2.0,45.6,25.2,5.0,2.0,5,Cosmetic
12000000.0,Secondary,Текстильщики,7.0,Moscow,2.0,48.7,26.8,8.5,3.0,4,Cosmetic
11800000.0,Secondary,Народное Ополчение,9.0,Moscow,2.0,36.6,20.6,6.5,9.0,9,Cosmetic
10500000.0,Secondary,Шипиловская,9.0,Moscow,2.0,51.3,30.8,9.8,5.0,12,Without renovation
15400000.0,Secondary,Кузьминки,12.0,Moscow,2.0,58.1,31.0,10.2,7.0,16,European-style renovation
8500000.0,Secondary,ЗИЛ,14.0,Moscow,2.0,39.5,30.0,7.0,2.0,5,European-style renovation
73854000.0,Secondary,Арбатская,6.0,Moscow,2.0,77.4,43.2,8.3,5.0,4,Without renovation
25900000.0,Secondary,Кантемировская,15.0,Moscow,2.0,69.0,37.0,12.3,10.0,20,European-style renovation
12800000.0,Secondary,Дегунино,8.0,Moscow,2.0,44.0,29.0,6.0,4.0,9,European-style renovation
10800000.0,Secondary,Бунинская Аллея,30.0,Moscow,2.0,50.4,27.0,9.0,1.0,4,Without renovation
17700000.0,Secondary,Медведково,21.0,Moscow,2.0,52.0,32.0,9.0,2.0,14,European-style renovation
17800000.0,Secondary,Щелковская,17.0,Moscow,2.0,53.1,34.0,7.1,6.0,6,European-style renovation
14100000.0,Secondary,Дегунино,8.0,Moscow,2.0,45.0,28.0,6.0,6.0,9,European-style renovation
16000000.0,Secondary,Сходненская,15.0,Moscow,2.0,44.0,29.2,5.8,3.0,5,Designer
16000000.0,Secondary,Ясенево,11.0,Moscow,2.0,63.0,31.0,10.0,12.0,22,Cosmetic
16000000.0,Secondary,Академическая,5.0,Moscow,2.0,37.0,24.0,6.0,8.0,8,Cosmetic
22300000.0,Secondary,Киевская,12.0,Moscow,2.0,55.4,36.2,10.0,6.0,9,European-style renovation
15200000.0,Secondary,Пролетарская,14.0,Moscow,2.0,44.3,28.0,8.0,12.0,14,European-style renovation
15300000.0,Secondary,Люблино,13.0,Moscow,2.0,45.0,24.9,6.0,9.0,9,Designer
13220000.0,Secondary,Теплый Стан,18.0,Moscow,2.0,51.4,31.3,10.0,8.0,12,European-style renovation
18450000.0,Secondary,Физтех,12.0,Moscow,2.0,60.0,32.0,10.0,11.0,17,European-style renovation
18000000.0,Secondary,Народное Ополчение,11.0,Moscow,2.0,45.3,27.0,9.0,6.0,17,European-style renovation
35700000.0,Secondary,Панфиловская,6.0,Moscow,2.0,72.0,35.0,15.2,4.0,18,European-style renovation
20600000.0,Secondary,Народное Ополчение,24.0,Moscow,2.0,53.3,29.5,10.9,11.0,49,Without renovation
13900000.0,Secondary,ВДНХ,14.0,Moscow,2.0,41.3,24.0,10.0,7.0,9,Cosmetic
25000000.0,Secondary,Лефортово,6.0,Moscow,2.0,51.1,24.0,17.0,11.0,17,European-style renovation
27500000.0,Secondary,Тропарево,4.0,Moscow,2.0,66.1,34.0,11.7,7.0,29,European-style renovation
9000000.0,Secondary,Белокаменная,21.0,Moscow,2.0,37.5,21.1,6.0,1.0,9,Cosmetic
12700000.0,Secondary,Новодачная,26.0,Moscow,2.0,50.8,27.8,7.7,9.0,17,Cosmetic
13800000.0,Secondary,Покровское,32.0,Moscow,2.0,62.0,35.0,10.0,13.0,18,Without renovation
11611080.0,Secondary,Некрасовка,19.0,Moscow,2.0,63.8,34.4,11.9,23.0,25,Cosmetic
20000000.0,Secondary,Раменки,9.0,Moscow,2.0,53.1,31.0,10.0,8.0,17,Without renovation
19000000.0,Secondary,Говорово,8.0,Moscow,2.0,64.4,32.3,10.6,2.0,25,European-style renovation
43000000.0,Secondary,Международная,2.0,Moscow,2.0,86.4,45.8,13.8,13.0,88,Designer
14500000.0,Secondary,Давыдково,6.0,Moscow,2.0,43.6,22.0,6.0,4.0,5,Cosmetic
16200000.0,Secondary,Саларьево,12.0,Moscow,2.0,52.0,29.0,10.0,16.0,25,Designer
14100000.0,Secondary,Каширская,15.0,Moscow,2.0,47.2,30.5,6.1,8.0,9,European-style renovation
20900000.0,Secondary,Аэропорт,12.0,Moscow,2.0,49.0,35.0,10.0,2.0,12,European-style renovation
17500000.0,Secondary,Локомотив,22.0,Moscow,2.0,59.2,32.1,13.0,2.0,17,Cosmetic
14950000.0,Secondary,Саларьево,23.0,Moscow,2.0,53.7,28.0,13.0,10.0,24,Cosmetic
9950000.0,Secondary,Некрасовка,18.0,Moscow,2.0,52.2,26.9,11.9,15.0,18,Without renovation
29590000.0,Secondary,Таганская,7.0,Moscow,2.0,73.3,38.1,10.0,2.0,12,European-style renovation
37500000.0,Secondary,Новокузнецкая,8.0,Moscow,2.0,42.0,23.4,10.1,3.0,5,Without renovation
10500000.0,Secondary,Отрадное,15.0,Moscow,2.0,44.4,29.3,6.2,1.0,9,Cosmetic
13400000.0,Secondary,Прокшино,10.0,Moscow,2.0,53.0,24.5,13.0,17.0,20,Without renovation
44334000.0,Secondary,Серпуховская,6.0,Moscow,2.0,82.1,43.6,13.4,3.0,15,Without renovation
15000000.0,Secondary,Кунцевская,19.0,Moscow,2.0,59.1,35.5,8.2,2.0,5,European-style renovation
20980000.0,Secondary,Нижегородская,8.0,Moscow,2.0,67.7,37.6,18.6,3.0,25,Without renovation
35000000.0,Secondary,Комсомольская,8.0,Moscow,2.0,37.0,20.8,12.0,9.0,22,European-style renovation
16700000.0,Secondary,Коммунарка,23.0,Moscow,2.0,77.6,38.4,20.1,3.0,12,Cosmetic
25800000.0,Secondary,Римская,8.0,Moscow,2.0,64.0,34.0,10.0,6.0,16,Designer
20500000.0,Secondary,Динамо,8.0,Moscow,2.0,40.0,30.0,5.0,12.0,6,Designer
25400000.0,Secondary,Красные ворота,8.0,Moscow,2.0,50.3,28.9,8.0,2.0,7,Without renovation
9750000.0,Secondary,Бульвар Рокоссовского,21.0,Moscow,2.0,45.0,30.0,6.0,1.0,9,Without renovation
38000000.0,Secondary,Новокузнецкая,10.0,Moscow,2.0,55.0,29.9,11.2,2.0,5,Designer
12800000.0,Secondary,Новодачная,17.0,Moscow,2.0,52.0,30.0,9.8,17.0,17,Cosmetic
12300000.0,Secondary,Некрасовка,14.0,Moscow,2.0,60.0,33.0,13.0,13.0,17,Cosmetic
13000000.0,Secondary,Медведково,5.0,Moscow,2.0,38.0,24.0,6.0,5.0,14,European-style renovation
17990000.0,Secondary,Аннино,6.0,Moscow,2.0,55.0,22.8,19.0,4.0,25,European-style renovation
14000000.0,Secondary,Озёрная,9.0,Moscow,2.0,43.7,29.0,4.9,5.0,5,Without renovation
25500000.0,Secondary,Хорошёвская,6.0,Moscow,2.0,54.9,29.0,21.0,11.0,24,Without renovation
31750000.0,Secondary,Марьина Роща,6.0,Moscow,2.0,69.8,39.0,5.0,4.0,6,Without renovation
23990000.0,Secondary,Менделеевская,6.0,Moscow,2.0,58.8,32.0,8.9,3.0,4,European-style renovation
11800000.0,Secondary,Тушинская,20.0,Moscow,2.0,48.8,30.0,12.0,2.0,4,Cosmetic
22000000.0,Secondary,Дубровка,7.0,Moscow,2.0,68.0,36.5,10.0,6.0,8,Cosmetic
16300000.0,Secondary,Полежаевская,6.0,Moscow,2.0,43.0,31.3,6.0,4.0,8,Cosmetic
14890000.0,Secondary,Румянцево,19.0,Moscow,2.0,39.0,20.0,8.0,3.0,9,Designer
13100000.0,Secondary,Народное Ополчение,22.0,Moscow,2.0,48.0,26.4,10.6,2.0,16,Cosmetic
12500000.0,Secondary,Кантемировская,10.0,Moscow,2.0,38.0,24.1,5.6,7.0,9,Cosmetic
22300000.0,Secondary,Говорово,6.0,Moscow,2.0,68.6,37.2,10.2,19.0,26,Cosmetic
27000000.0,Secondary,ЗИЛ,19.0,Moscow,2.0,49.3,28.0,6.0,7.0,14,Designer
